run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
reruns/ours_train_seed2026,1.5,0.75,3.8926846981048584,2.9920642375946045,0.38771551847457886,0.5747844576835632,0.678232729434967,0.504741370677948,0.7071120738983154,0.7978448271751404,2.0994935244067108,71.9612045288086,85.38793182373047,88.9439697265625,0.15163191669476445,2.6730474093864705,7.2023644,9.207659
