run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
ours,10.0,0.75,7.941497802734375,2.9612081050872803,0.08318965882062912,0.1467672437429428,0.20172414183616638,0.5155172348022461,0.7099137902259827,0.798491358757019,26.800940579353068,62.995689392089844,78.72844696044922,84.2887954711914,0.4467291372570882,1.9496533689827755,6.2342854,9.166179
