run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
reruns/ours_train_stattn_dualenc_temporalgate_frozen_tempoonly,1.5,0.75,7.728180408477783,2.9725046157836914,0.06336206942796707,0.11745689809322357,0.1696120649576187,0.5056034326553345,0.6961206793785095,0.798491358757019,34.97407639687784,17.931034088134766,33.7068977355957,43.21120834350586,0.7611040548242779,2.1773417505724675,3.157929,8.963736
