run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
reruns/ours_train_stattn_dualenc_temporalgate,1.5,0.75,4.214339256286621,2.9725046157836914,0.3579741418361664,0.5336207151412964,0.6329741477966309,0.5056034326553345,0.6961206793785095,0.798491358757019,3.312264026466579,75.10775756835938,86.33621215820312,89.74137878417969,0.18357607577206603,2.2738028263223584,6.8066206,8.963736
