run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
ours,6.0,0.75,6.718952655792236,2.9612081050872803,0.1323275864124298,0.22801724076271057,0.3066810369491577,0.5155172348022461,0.7099137902259827,0.798491358757019,13.22216397706076,75.66810607910156,87.0689697265625,90.56034851074219,0.33160828027164546,1.9448948284675336,7.2587385,9.166179
ours,8.0,0.75,7.451389789581299,2.9612081050872803,0.09892241656780243,0.17521551251411438,0.24224138259887695,0.5155172348022461,0.7099137902259827,0.798491358757019,20.224009317616634,70.0,83.98706817626953,88.21121215820312,0.4106503846869438,1.8428873062133788,6.7380395,9.166179
