run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
reruns/ours_train_stattn_dualenc_nodetach_tempo05,1.5,0.75,4.108712673187256,2.989698648452759,0.37435343861579895,0.548275887966156,0.6543103456497192,0.5178879499435425,0.7004310488700867,0.793749988079071,3.060182923158493,71.89655303955078,84.05172729492188,87.80172729492188,0.24125917453121842,4.936103020043209,7.369436,9.994226
