run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
ours,2.5,0.75,4.4035468101501465,2.9612081050872803,0.3327586352825165,0.4915948212146759,0.6017241477966309,0.5155172348022461,0.7099137902259827,0.798491358757019,3.0572500353821397,72.71551513671875,85.21551513671875,88.4698257446289,0.12260109812653525,1.940154085488155,7.738208,9.166179
ours,4.0,0.75,5.616063594818115,2.9612081050872803,0.21120689809322357,0.33836206793785095,0.4342672526836395,0.5155172348022461,0.7099137902259827,0.798491358757019,6.678317071677739,77.2198257446289,88.53448486328125,91.35775756835938,0.20390987974263527,1.8370673442709036,7.3798304,9.166179
