run,style_weight,style_guidance,Matching_score,gt_Matching_score,R_precision_top_1,R_precision_top_2,R_precision_top_3,gt_R_precision_top_1,gt_R_precision_top_2,gt_R_precision_top_3,FID,SRA,SRA_3,SRA_5,skate_ratio,Inference_time,Diversity,gt_Diversity
reruns/ours_train_stattn_dualenc_nodetach_seed123,1.5,0.75,3.9387850761413574,2.980625629425049,0.38771551847457886,0.5603448152542114,0.6650862097740173,0.5144396424293518,0.6971982717514038,0.789008617401123,2.338345906695011,72.97413635253906,83.85775756835938,87.2198257446289,0.1434802183360552,2.431532184008894,8.178937,8.93207
